id,saleprice
2136,131903.73014012058
996,207547.59639037383
227,146753.34455408333
135,176211.0515969747
1167,163994.20926839643
294,214031.11442770992
1776,204390.7317140115
540,165673.6880082697
1717,192553.3055708527
2303,134645.3060985431
116,181035.06976225396
127,136373.43831624504
1371,135025.83034386372
1014,132903.1587685831
1507,103822.49131912048
702,117292.69015493113
750,137395.9871097154
261,156108.2045100534
1559,69553.58168443851
577,219579.89886898428
2812,196206.86196456928
2080,153889.75847494588
1368,109341.45517684799
2376,122085.7769985052
659,106065.40969606621
1235,132224.5703192952
332,78216.8154558524
1917,142026.151463854
2094,254598.22191403407
1460,247631.45079263678
1471,218484.50348306104
1509,127044.45760659184
1922,135735.07960825675
433,492631.79781680566
460,253423.56257983483
1116,246838.1983851428
1137,167762.6211576012
53,161307.31218655175
2354,256150.69128287287
1475,198080.1779496041
1761,503131.0041139736
842,141485.68814846198
2739,164052.09507382163
2509,148576.113190586
1007,200436.04369657472
2610,190177.9424601697
1952,87571.53105638252
2719,160879.39565555507
2921,89467.85312515334
1966,140668.63086972473
292,103600.77071662605
1204,186518.26974856528
1829,269381.9315666524
2419,187765.16612834207
391,147678.53815365405
798,111975.74974958468
481,200983.3688561809
193,179370.69181068664
555,121274.82388687621
899,67026.35815439733
2357,189702.39004500408
328,128641.37606810214
1356,117644.1485867991
1154,100486.90347058413
1730,172364.6124471256
2249,157482.37441508405
1119,277727.71767229843
2856,137852.94914083558
1394,136193.19506830265
2587,129665.11023703952
61,312689.2254699895
2661,163283.4075927338
2711,131402.90126579988
1147,179095.98071922682
757,119283.71543492147
2623,101807.59409345267
2378,136901.38611264827
1413,145415.94261758478
1722,218822.06755940037
1112,217070.9732154655
1623,199072.41635589
1201,184312.61986376456
1513,111628.77029011937
957,311301.844349555
1171,258402.16056986304
1145,194061.9110464912
2726,235202.70027008507
703,142564.0003799352
760,88016.24461759509
1964,153295.32921393064
2512,181482.21020160316
159,138726.25335975492
1281,161211.28741438306
468,182004.5283492913
290,125553.5350659441
665,97012.50501308654
1463,239670.94051300385
1792,226120.20314731126
923,156691.53880440097
500,239967.2347187919
1408,178320.26110176515
331,79931.46026683625
170,106612.4423011894
2192,95397.67585222001
2571,221271.20698857616
2314,182632.19565130636
2647,93566.07826321552
422,428962.47546386975
2457,354738.5781653288
1838,193810.0651280671
2805,246412.09324540073
1645,163107.85889950074
1711,297119.0556961599
2825,229995.3813742898
322,332290.7696531112
2103,244819.32826400764
342,117183.94200424073
600,124749.10283072379
488,176691.2867283476
1725,300026.15219633677
2246,277827.32807287795
2847,158672.1437493388
806,234894.7374466944
530,224789.44685409026
963,185466.19755113526
2678,92762.85494941853
171,90580.99433339608
2401,429482.0523760597
805,225644.65037509523
2259,243101.4829660797
1748,197055.48895855347
1361,140053.16980488918
1677,113676.22087313155
1406,144997.32448843986
2322,244789.5163110115
688,145381.6754863719
143,138965.80986559173
804,218998.88468179794
1214,156928.34480882616
2828,147082.15201133554
1999,164965.43064734573
2467,196769.10177398322
2665,155682.4310002204
1538,360344.78251930134
398,117550.48931099032
2822,139921.55482212838
2157,137707.09765014396
1856,195300.45947408146
1269,97824.22525949759
2570,114344.6022987834
2320,229943.16488087038
1517,141571.22680078004
2304,128006.0432553177
1312,102972.5958075717
2012,135070.73258778878
506,256276.91859276575
2865,216044.3387929704
2367,101006.58992059655
554,80326.18070714182
238,126934.39859334759
1954,118901.69615047223
2488,134606.71139205954
2291,78445.69086532443
1969,105333.07827452288
2725,163162.3118142832
1482,140829.02915846434
2763,192085.02108877664
503,249224.340893274
1584,250495.18270288734
1531,129214.75227475724
2210,164693.66133311432
459,329711.82763662166
556,130483.49161129145
1347,126068.9746468588
1290,74874.38623891614
1388,100703.98601850081
1571,248188.12922210284
2754,192442.76031818154
765,132190.6095012675
2494,129903.35227043601
2870,229616.59222745182
7,210582.25814451
1114,247338.6661391027
2418,267614.2651927763
291,113705.47448650221
18,305685.4303126806
39,368902.2943105996
1001,235447.46685402945
2442,219724.57791483935
616,116842.75510288958
2680,71439.51489576191
1414,134943.60631742203
289,143531.80702504603
40,242880.1968125686
860,120649.10485101721
409,132965.311202271
673,150623.96460753604
2427,170435.4586031907
2036,224793.9282681339
2564,138635.26357047827
642,139980.9610819627
1008,186933.3091764183
1908,129546.04975965123
2519,193775.7004038564
1369,95274.32609957687
2855,165783.01463074647
712,101299.02856203589
1943,110335.3300454745
1958,124642.02963494594
107,148271.93461610947
2295,198365.29915028613
704,100913.32248482844
676,144227.0908497535
259,180451.6109238493
93,279221.958412557
106,242641.881002164
2315,180560.66785995517
1050,109916.98685402785
1095,210694.9767009264
2709,145313.97288088864
758,117466.17988175823
1496,156613.79953402973
2370,123560.80931392485
2458,278709.7085723791
2733,129155.72162538866
161,238308.2268374722
726,149337.85580614262
845,204421.64515651553
947,250153.0548378369
2232,112883.63151701684
2563,156972.99383565848
2299,129945.43752412882
211,81144.68145248035
605,150284.51287702838
1478,202835.59172153362
2247,272237.19004167407
2274,203248.25746461496
2869,204797.71125021754
967,208096.57473022045
2656,127298.80092011669
667,171094.99522636013
1042,108636.21075504227
2023,153585.41464289112
2447,381699.4742011443
2055,134703.06856898987
2275,300844.4774874189
2204,167076.50374297376
1563,276701.9279793177
483,207404.32000917313
796,118746.83219425786
1526,163126.4413652608
2042,119432.70088374271
442,351281.64809941413
1693,328331.05163606245
1468,216879.08162694817
1430,199774.21667392916
2605,127556.3963341253
1529,212529.0292400456
335,150142.6064271529
1287,129068.89060646147
31,95127.24751476465
1785,315946.7307563084
82,167293.30449707957
2620,129438.11216632773
252,181950.36027582487
721,60398.5472221254
2165,179076.25612945782
2316,195239.78988407686
775,123665.66598333481
1558,80617.57003092457
17,234651.3677674903
1022,208637.13940162017
925,126698.45046840546
438,269670.5347849021
1270,140020.31041065394
1272,126017.72132712243
215,123668.2620384936
266,233072.9439967482
2402,292168.94624448457
1250,126311.54954793278
1984,115665.93399785565
1279,145377.99912453475
377,256703.61143106566
1252,116070.23318679543
2156,252016.01763295467
499,302493.9463848653
1374,126618.8438714349
2898,239329.33849940784
401,117764.89919670869
2721,158115.0669363449
2078,244533.74020493065
2589,124620.18931896266
1946,197689.8060936553
1334,121480.73311421537
2781,217920.39875571115
431,394810.31330234173
576,184425.648366108
1474,207980.53697874147
2254,144716.58084853567
2155,283370.2016807197
885,97054.35735238774
643,142092.32028424978
1944,128603.02592042285
480,195523.370395861
2845,95651.41984613023
2387,312281.8514939038
2407,201840.7545804152
2527,172462.7877933367
2514,147998.22940407955
629,136398.76846412322
80,218540.01861701344
1876,139091.66292833711
1546,122432.81250566654
2518,173080.30421505554
2347,162883.45327069293
783,247127.50060254044
1322,55336.941201118796
194,86319.18047294486
1770,278775.8390502954
2143,131953.01466263793
1229,225417.72341876192
511,275343.0652450893
46,221467.4018657688
1348,148323.92122779318
2465,194160.55654939145
387,236313.29575401958
873,222283.54434959166
1918,123750.90247185304
2764,241550.66028105182
2184,128681.32888462004
934,129608.50872614876
1920,131330.87521055486
2631,141633.85251859014
1768,581690.3805413233
2040,118372.12603668688
1749,216181.9011281398
834,232588.2362317999
1457,219842.02871857083
79,122905.71239619065
2302,131801.7298080285
1817,144136.2434761069
2755,228905.04873205957
359,176202.30186326045
2059,111007.16176808946
2092,242201.9285738509
2516,220180.74746549496
150,126180.2230897399
1656,137481.46418498666
83,90954.05015623805
2411,183615.50892561537
795,72649.37585112208
2312,213197.3969576282
2917,94854.43306387648
1624,181143.3229589815
2215,305361.319185699
1211,149753.14235918745
1485,147429.13367478928
1024,166645.3348065162
570,180208.4145994301
2874,144586.4650886132
700,111933.93720206985
2756,204419.74940012244
2022,166428.13427002952
583,223991.3209808372
2392,388609.1300734064
2424,172362.39253310647
212,103559.41824079503
736,132033.92610718834
1610,158353.51867893816
890,115504.75671875972
467,177922.77051957115
578,207743.47321670642
1747,205346.53523423406
1149,159454.34757709096
2758,238874.5930188834
857,138247.4265639439
2219,272271.6606536513
733,101899.29033609746
2909,113711.43333479484
1798,250252.56128222705
235,116395.7891441793
2366,120661.78993316616
1027,136468.60326178165
1195,141439.2446018672
1303,53262.76613265973
148,183275.24477525073
608,152291.20731684568
2515,203476.31255031968
821,277845.3182179838
2500,259182.82425865106
745,106715.63246929551
741,122676.71348944429
1611,97742.15324942631
2532,125971.56330013694
1081,229237.1933117993
1692,433848.6658191978
2520,167937.3261068619
276,109964.79995104353
1992,129828.6290156979
663,57715.9507864402
418,119339.69684488146
1733,198375.1055066484
2359,154908.0698530425
253,179279.7043091762
1518,185221.99263793335
2035,127004.66050799517
2919,80292.87104002171
1540,272482.05827198626
2120,146407.97595080629
1674,161633.8590465025
256,153653.5708768186
2361,107453.95296994498
978,72300.53596640487
2280,144242.78828895127
2095,227148.52755167603
1709,331633.41618795204
2801,254358.23247767825
1246,119617.62786367584
2373,95053.80629131282
1055,291232.1128099723
2017,123593.67186631882
1099,245483.6160486944
1344,80720.39270686144
835,198546.61253168987
1117,220922.12365733346
2043,88798.6981457791
2085,120063.94377591208
410,139683.956835975
2650,115844.85141990401
2867,179804.75010921923
1668,118190.5895757908
1161,159982.32866846776
2122,172476.90833274508
2539,151542.1233792788
1047,142877.04246648934
1445,130082.02942141514
541,129351.77867828208
569,193587.0888664778
1276,110639.53410972602
918,155485.0699716472
326,164073.4333028968
1936,132158.76286183757
895,91131.60731859361
257,144997.02646873475
1241,179538.4476178006
1545,120277.28589715254
1189,176770.8960308491
270,136135.75242098287
2066,156621.78047667776
693,114854.63728224275
1259,130231.12876331698
2916,156930.48311571986
2321,298508.6123278126
1977,87935.88031162247
1895,150098.08822448182
1240,165982.1069252077
85,145653.35482378912
1823,114497.53257558549
825,290777.17709265335
110,225796.30816496196
697,120873.00737255516
2297,114829.79926323002
1231,136066.35624451918
1355,132548.31068646902
968,338014.41638822755
584,215733.4700329629
1315,127525.00916566099
1606,143531.77721776097
206,97710.91838224501
1685,374985.0055899473
2016,135611.16824676457
869,201662.29829250934
2135,121420.94932968046
2346,185712.51028687463
2430,221039.65545911214
2198,87704.36071612877
2652,121028.93955087336
27,113135.98294716502
241,166258.59009801125
906,116882.6768503447
1506,115326.43662027107
2098,354060.47681522364
1435,220027.94132735973
2213,135861.76448729477
1274,140092.36823881057
743,50135.594859884026
1737,199695.66258059914
2797,276995.324829769
2185,71365.63914764668
58,182402.0843813252
830,195634.7078738172
808,119853.86094941599
680,137361.90332058142
1153,107039.05451797806
1291,121095.34761736775
1818,144208.25420127224
2161,181665.09427014994
1883,117110.91241371969
350,321318.1642357601
2473,144704.47733075
295,182215.8820378863
293,188310.4742860493
859,133680.62533487688
288,68612.4357971656
1578,152912.2148885876
102,170042.66388503613
2831,138991.10111621086
1030,155484.90335202368
2551,152787.6330737075
1286,150174.15254837592
958,329299.4799199669
776,129763.1539297185
72,238710.3858824922
2263,253658.92123207747
1866,155764.7710513973
2876,75716.51051496435
2146,239417.55323698086
103,171503.8569813305
1500,141620.20932779147
492,180898.1553864916
167,144937.27580638163
2597,116241.0727130616
2685,106270.21533963327
1035,172411.93042112165
1220,67930.35893575446
2602,165073.95307349454
2159,205680.40985051615
695,137190.41647304027
1109,257294.49534335162
640,169447.38357251463
1652,146106.2115935943
2090,167964.68896544323
1188,185859.46387072455
2345,251577.15715865698
1059,427677.9889426634
2751,221068.46907271267
128,205465.8953302097
1523,189614.74242996163
2925,181693.03115994486
2145,277376.40122463735
1121,222366.98042431605
566,227109.37405599395
565,254046.1897353101
1331,132414.21328745876
2928,124766.55883531077
156,143361.47309736002
797,137554.1959086053
327,92091.76341286252
2859,139615.37190344004
1453,121497.84400543063
1762,325028.9722581189
1868,222018.02296603128
1760,181139.95304690496
1113,241293.17716103303
1812,197277.3215963915
117,162161.4404905137
1142,206883.2000592213
2342,436163.84831160295
927,143008.49927186736
2478,181851.9167547094
655,82725.38075137805
2064,124913.37270601245
369,264088.20515124855
2239,109878.38113650309
2732,207390.68242729458
1653,167417.05396276896
959,214885.22662027186
2395,365068.1843162932
1412,106877.93106997015
271,244739.01336536655
1484,141069.93118609532
1497,143777.05616130168
552,161342.35886060563
2,119149.16937859176
1855,274582.82089652866
4,256391.63146252156
2292,156218.0007100534
134,138074.36997989594
646,103264.71855749856
42,308871.86063950986
532,226133.36510371318
713,93609.75103528792
2561,133123.47583130904
2360,140296.73854298115
1333,118437.14625845647
1407,226945.57208872595
2892,300060.5749353104
574,208071.49173205177
1227,183226.74795422956
2591,216500.7040710445
1476,213755.31644274254
1125,248462.14476383966
1446,145428.26737075183
408,117426.7654045465
1101,291114.9626280201
2251,189831.40320512568
373,178593.5489270337
2554,135356.6501351997
2382,256264.85984312702
1985,90539.15424974597
519,237028.03878708827
1093,188254.46122221145
864,243585.9487317697
2889,146331.71682524358
2308,172124.56270854681
986,163972.10753990134
1302,145838.71162214258
585,163239.42690791943
2708,156745.09903401425
147,130539.2749687965
1441,228086.8981389969
383,188887.36860148044
285,146387.86969420942
181,112133.80737521987
358,191031.23870460675
780,165963.14862834962
258,197691.78390773069
1865,202598.08233057355
692,119641.81483752618
2902,334633.39478243305
508,242655.88653747947
2638,151226.1459407903
36,138559.60783523403
611,170936.51519752076
2281,143641.14878876015
1678,115840.268960902
1696,457134.06350357697
1557,73998.89101964179
2180,155505.07984962442
1726,215698.63335859773
951,148707.48411170382
267,211019.8481038671
2706,142111.44925886803
2221,264613.0554031587
1357,168551.75421525128
2901,323743.7671178575
347,186484.33860777188
2164,195980.0802219852
1586,307281.85337747156
360,153486.59870218489
1769,251854.04271155302
2617,155610.7533044888
1879,141975.69550680704
991,250914.8288696778
1535,121691.0019974059
1191,146944.24268981194
1579,208866.07720364328
1882,141682.44255598867
1510,131396.68222747341
2196,148801.54385410761
1845,166578.12013679827
2336,389184.6489990335
942,84941.81268009887
861,127566.38225484344
2555,123392.08762474236
1392,149673.5661293178
2099,243486.71860233805
1543,119659.92448148926
948,283244.62123204913
1239,177044.15923809813
22,186874.1497422526
2796,229472.60378748825
2747,178292.7635100123
92,281788.2999623978
210,160574.45777518261
1858,200597.32020467133
2228,158229.9670586757
447,213937.00977709598
827,230883.77698017767
1649,201693.52657277396
682,135982.13514526203
2698,108678.19963886656
494,177613.11652048712
214,77184.88026830372
2441,238455.91301175472
2679,109193.027293025
1336,113254.00546828691
465,178433.01532856107
1524,147910.6717569597
2543,110776.4565466549
631,140211.9211506872
2452,306232.8655578787
228,155308.99168311132
126,169505.58789672388
1092,234261.89615971464
1122,207338.54683312337
932,206617.85646817737
1980,87083.32941471452
2171,109038.87474093045
551,165357.65337681584
2768,164874.2532908018
2056,108171.59311718139
1159,343394.5022235968
2645,120159.37998040598
1174,170166.21890118186
2266,213877.47290319952
2462,394253.5850311838
1219,151051.05144056643
2922,185413.7236282047
118,138353.36048605412
474,162711.16403593431
2576,148139.81961443715
872,290094.183918017
1077,211394.16774424264
1536,139372.99140953989
1150,114949.61435175742
2341,331369.3029165033
1931,168381.3623602555
2785,133979.3528600179
2538,129723.9639296343
597,207139.11172988988
464,181211.92801675692
233,230162.33690060914
2169,123415.7398505761
2123,178686.69890211287
1867,173026.22979610576
137,230633.18035745472
515,242191.0752501554
933,110856.78200560485
2784,174643.5111207849
972,162029.29252266872
599,169060.18407268813
2614,128609.90898870604
2582,139299.31785204043
1409,167233.8438383058
175,94129.11790238804
352,226965.78601181225
976,88002.26831740842
2134,195299.1275474206
984,116071.45474620644
2396,396365.209220788
1673,136272.05653973896
404,116324.18875826972
607,163756.08507884527
814,144927.65795894724
868,186880.4479344504
2271,184977.86905135892
1633,205991.132020316
337,136271.10616934282
2765,171323.90234833222
1746,241377.08850265678
368,299475.4816839338
2806,206743.36170008234
1662,185491.7960566999
1234,211373.8628259277
1373,129263.43764252542
1672,114873.04849894045
1939,118522.81181728678
